rev_util,age,debt_ratio,monthly_inc,open_credit,real_estate,late,inc_per_dep,relationship_status,dlq_2yrs
0.434262629,0.208955223880597,0.34352953923622115,0.10533892800084271,0.1,0.0,0.0,0.1463985945734921,0.0,0
0.981006331,0.04477611940298507,0.011130783910981459,1.0,0.3,0.0,0.33,1.0,0.0,1
0.943823289,0.31343283582089554,0.059645641211766104,0.35112976000280904,0.2,0.0,1.0,0.12199882881124341,0.75,1
0.045662772,0.3880597014925373,0.9282991043256732,0.3042890500184343,1.0,0.4,0.0,0.42289674019129414,0.0,0
0.018540048,0.6716417910447762,1.0,0.062290419424498325,0.65,0.2,0.0,0.08657036892445832,0.0,0
0.991637124,0.29850746268656714,0.3187949732514696,0.21067785600168543,0.45,0.0,0.67,0.1463985945734921,0.25,1
0.01121985649,0.26865671641791045,0.18574155064473424,0.19522814656156182,0.55,0.0,0.33,0.13566269763810268,0.25,1
0.119122022,0.4626865671641791,0.31962712087155837,0.7022595200056181,0.4,0.4,0.0,0.24399765762248682,0.75,0
0.440377466,0.23880597014925373,0.05017959087859541,0.17556488000140452,0.1,0.0,0.0,0.08133255254082894,0.5,0
0.717423373,0.5223880597014925,0.21772997969162988,0.6320335680050563,0.4,0.2,1.0,0.8783915674409526,0.0,0
0.595654075,0.47761194029850745,0.29363141113592856,0.7724854720061799,0.45,0.2,0.33,1.0,0.0,0
0.039225692,0.7014925373134329,0.16795779636068114,0.49158166400393266,0.45,0.0,0.0,0.6831934413429631,0.0,0
0.507972665,0.7164179104477612,0.17636756121809433,0.21067785600168543,0.5,0.0,1.0,0.2927971891469842,0.0,0
0.052653171,0.3283582089552239,0.5204506317624747,0.13932828876911463,0.45,0.0,0.0,0.03872730821784111,1.0,0
0.000399973,0.6567164179104478,0.0,0.1432609420811461,0.1,0.0,0.0,0.06636736287331642,0.5,0
0.9999999,0.1044776119402985,0.0,0.11938411840095507,0.0,0.0,1.0,0.16591840718329104,0.0,1
0.03349665,0.19402985074626866,0.310699874793368,0.3518320195228147,0.3,0.2,0.0,0.2444856529377318,0.25,1
0.008986875,0.835820895522388,0.0014884027160017702,0.6864586808054917,0.4,0.0,0.0,0.47701542065196173,0.25,0
0.797666788,0.1044776119402985,0.261547155298396,0.28195719728225566,0.3,0.0,0.0,0.39186023814171383,0.0,1
0.042930471,0.2537313432835821,0.24459984652583122,0.3646833687389175,0.35,0.2,0.0,0.16894397813780987,0.5,0
0.917160699,0.26865671641791045,0.4644939454927592,0.45997998560367986,0.95,0.4,0.33,0.6392738629709155,0.0,1
0.053618841,0.43283582089552236,1.0,0.07029617795256236,0.4,0.4,0.33,0.09769666211204373,0.0,0
0.297746512,0.373134328358209,0.3967631384445305,0.38624273600308995,0.4,0.4,0.0,0.536794846769471,0.0,1
0.0,0.43283582089552236,0.07637880204339423,0.6178479257009428,0.2,0.0,1.0,0.8586765567050556,0.0,1
0.9999999,0.43283582089552236,0.10890438203029684,0.30604469881844837,0.1,0.2,1.0,0.21266835838375953,0.25,0
0.883375202,0.5671641791044776,0.9000280585079946,1.0,1.0,1.0,0.67,1.0,0.0,1
0.971223821,0.22388059701492538,0.9730549863398653,0.24579083200196633,0.55,0.2,0.33,0.34159672067148156,0.0,1
0.407310995,0.44776119402985076,1.0,0.4648958022437192,1.0,1.0,0.0,0.1615264493460863,0.75,1
0.373492571,0.5970149253731343,0.40857562649774826,0.5266946400042135,0.45,0.2,0.0,0.36599648643373023,0.25,0
0.9999999,0.11940298507462686,0.08757770653270243,0.21067785600168543,0.05,0.0,1.0,0.2927971891469842,0.0,1
0.04579771,0.8507462686567164,0.2546403747038953,0.5797854597166383,0.25,0.2,0.0,0.4028889322662502,0.25,0
0.9999999,0.26865671641791045,0.6149205809946479,0.2560438209940484,0.15,0.4,1.0,0.11861539462554492,0.5,1
0.9999999,0.6268656716417911,0.09569423078880919,0.6005723415088046,0.1,0.2,0.0,0.8346671871950029,0.0,0
0.657485143,0.29850746268656714,0.32600494889485593,0.2103267262416826,0.4,0.0,0.0,0.1461545969158696,0.25,0
0.185868386,0.2537313432835821,0.3912431526294728,0.22584666163380676,0.55,0.2,0.0,0.07846964669139177,0.75,1
0.622822884,0.5074626865671642,0.7122952945959814,0.6320335680050563,1.0,0.4,0.0,0.8783915674409526,0.0,1
0.078122966,0.373134328358209,0.14515474514957302,0.21067785600168543,0.35,0.0,0.33,0.2927971891469842,0.0,1
0.9999999,0.08955223880597014,0.026964935173414743,0.14677223968117417,0.25,0.0,1.0,0.20398204177239898,0.0,0
0.095060329,0.6567164179104478,0.24291195471600843,0.22261626784178093,0.55,0.2,0.67,0.15469451493265665,0.25,1
0.9999999,0.1791044776119403,0.0,0.12921575168103372,0.0,0.0,0.0,0.059860758670050106,0.5,1
0.512893896,0.5671641791044776,0.14788000571086185,0.5337172352042697,0.35,0.0,0.0,0.74175287917236,0.0,0
0.006720021,0.5373134328358209,0.12068212136781943,0.38624273600308995,0.25,0.2,0.0,0.536794846769471,0.0,0
0.864126528,0.1044776119402985,0.1356917013396708,0.45646868800365176,0.7,0.0,1.0,0.6343939098184658,0.0,1
0.368242587,0.8955223880597015,0.4320755035900244,0.3230393792025843,0.45,0.2,0.0,0.4489556900253758,0.0,1
0.48299672,0.43283582089552236,1.0,0.308994188802472,1.0,0.6,1.0,0.4294358774155768,0.0,1
0.001439358,0.5671641791044776,0.25112996959424516,0.35112976000280904,0.45,0.2,0.0,0.48799531524497364,0.0,0
0.180352456,0.6567164179104478,0.39936033712027186,0.28090380800224724,0.3,0.2,0.33,0.1301320840653263,0.5,0
0.9999999,0.2835820895522388,0.3156040116938018,0.602749346020822,0.15,0.2,1.0,0.20942318953738043,0.75,1
0.119094045,0.373134328358209,0.16162263532231613,0.1947365648975579,0.15,0.2,0.0,0.2706422018348624,0.0,0
0.741441914,0.29850746268656714,0.5786458101082808,0.722625046085781,0.6,0.4,0.0,1.0,0.0,1
0.046718012,0.1791044776119403,0.22614869045630018,0.7022595200056181,0.55,0.2,0.33,0.48799531524497364,0.25,0
0.132325257,0.8208955223880597,0.13730213015932863,0.7139170280377113,0.4,0.4,0.67,0.9921920749560804,0.0,1
0.070295777,0.6567164179104478,0.14425792454030173,0.2925613160343405,0.4,0.4,0.0,0.20329884833105602,0.25,0
0.0,0.6716417910447762,0.392361509260453,0.3072385400024579,0.5,0.2,0.0,0.42699590083935196,0.0,0
0.261081467,0.26865671641791045,0.5809842431647436,0.291999508418336,0.45,0.2,0.0,0.20290845207886005,0.25,0
0.535210387,0.417910447761194,0.33263380615102994,0.6531013536052248,0.5,0.2,0.0,0.22691782158891274,0.75,0
0.058752172,0.7164179104477612,0.1421304200985896,1.0,0.55,0.4,0.33,0.8854674995120047,0.25,0
0.019192323,0.19402985074626866,0.16168455278654298,0.2598360224020787,0.3,0.0,1.0,0.3611165332812805,0.0,1
0.832204979,0.4925373134328358,0.48660705235977514,0.42135571200337085,0.85,0.2,0.33,0.2927971891469842,0.25,1
0.560457027,0.6865671641791045,0.4155231915898356,1.0,1.0,0.4,0.0,1.0,0.0,0
0.0,0.2537313432835821,0.05711821097283979,0.4706543303077652,0.25,0.0,1.0,0.3270544602771813,0.25,1
0.971400683,0.3582089552238806,0.6796980454966343,0.08778244000070226,0.75,0.2,0.33,0.12199882881124341,0.0,1
0.339901366,0.208955223880597,1.0,7.022595200056181e-05,0.45,0.4,0.0,2.4399765762248684e-05,0.75,0
0.814226925,0.373134328358209,0.481480595522612,0.28855843677030846,0.45,0.2,0.0,0.40103455006831934,0.0,1
0.097349018,0.19402985074626866,0.40377248549813227,0.20681542864165453,0.65,0.2,0.0,0.2874292406792895,0.0,1
0.9999999,0.44776119402985076,0.10057251395361091,0.22472304640179777,0.3,0.0,1.0,0.3123170017567831,0.0,1
0.032719579,0.5970149253731343,0.09304816837993461,0.3637002054109096,0.5,0.2,0.0,0.5054655475307437,0.0,0
0.199755828,0.5223880597014925,0.4755727927601041,0.154497094401236,0.5,0.2,0.33,0.2147179387077884,0.0,1
0.668409063,0.5223880597014925,0.535858777957346,0.42135571200337085,0.35,0.2,0.0,0.2927971891469842,0.25,0
0.031778166,0.4925373134328358,0.13605408924790957,0.5618076160044945,0.4,0.2,0.0,0.7807925043919578,0.0,0
0.015538063,0.5074626865671642,0.1427304488441941,0.21067785600168543,0.25,0.0,0.0,0.2927971891469842,0.0,1
0.024681444,0.6268656716417911,0.008179104683268492,0.37472567987499783,0.3,0.0,0.0,0.5207886004294359,0.0,0
0.01143739,0.9552238805970149,0.04234522783087922,0.03160167840025281,0.25,0.0,0.0,0.04391957837204763,0.0,0
0.9999999,0.1044776119402985,0.14114255985490806,0.20716655840165732,0.15,0.0,1.0,0.28791723599453445,0.0,1
0.907573813,0.05970149253731343,1.0,0.0,0.25,0.0,1.0,0.0,0.25,1
0.926651373,0.13432835820895522,0.20715584910767668,0.27739251040221913,0.4,0.0,0.33,0.3855162990435292,0.0,0
0.9999999,0.5522388059701493,0.47970939864595263,0.26685861760213486,0.2,0.4,0.0,0.092719109896545,0.75,1
0.550924914,0.373134328358209,0.5694408471287817,0.5512737232044101,1.0,0.4,0.0,0.38307632246730433,0.25,0
0.01383233533,0.1791044776119403,0.17676170223172993,0.077248547200618,0.3,0.0,0.67,0.03578632311796474,0.5,1
0.01018593229,0.11940298507462686,0.26794401190392875,0.13602766902508823,0.2,0.0,0.0,0.1890493851259028,0.0,1
0.9999999,0.31343283582089554,0.06885328423484402,0.11587282080092698,0.4,0.0,0.33,0.040259613507710325,0.75,1
0.895835813,0.6567164179104478,1.0,0.17345810144138765,0.85,0.0,0.0,0.24106968573101697,0.0,0
0.650024304,0.417910447761194,0.13176093771508232,0.7022595200056181,0.3,0.0,0.0,0.48799531524497364,0.25,0
0.157820747,0.6268656716417911,0.3297204605496971,0.690250882213522,0.85,0.2,0.0,0.9593011907085692,0.0,1
0.9999999,0.44776119402985076,0.14702352580505884,0.20365526080162924,0.4,0.0,0.0,0.09434576094736156,0.5,1
0.973253175,0.6567164179104478,1.0,0.10533892800084271,0.4,0.2,0.67,0.07319929728674605,0.25,1
0.08296153,0.40298507462686567,0.3808294990899846,0.42135571200337085,0.55,0.6,0.0,0.11711887565879367,1.0,0
0.867555478,0.1791044776119403,0.14933394526721994,0.28090380800224724,0.15,0.0,1.0,0.19519812609798945,0.25,1
0.024167818,0.5373134328358209,0.25342652412786687,1.0,0.95,0.4,0.33,1.0,0.0,0
0.424715057,0.6268656716417911,0.019292619728446855,0.2879264032023034,0.1,0.0,0.0,0.4001561585008784,0.0,0
0.135938598,0.6716417910447762,0.17913140731349023,0.6637756983093102,0.35,0.4,1.0,0.9225063439390981,0.0,1
0.568757586,0.417910447761194,0.591030528843961,1.0,0.9,1.0,0.0,1.0,0.0,1
0.608087886,0.1791044776119403,0.7423005177674249,0.2991625555223933,1.0,0.4,0.0,0.20788600429435877,0.25,0
0.0,0.417910447761194,0.22659572390787217,1.0,0.45,0.4,0.0,0.9857505367948468,0.5,0
0.918163673,0.19402985074626866,0.19690846558095962,0.10533892800084271,0.15,0.0,0.0,0.1463985945734921,0.0,1
0.518648135,0.43283582089552236,0.7613171575756408,0.16854228480134834,0.3,0.2,0.0,0.23423775131758734,0.0,0
0.0,0.14925373134328357,0.16630036083163913,0.8778244000070226,0.4,0.4,0.0,1.0,0.0,0
0.496633991,0.22388059701492538,0.5117552099085755,0.30442950192243545,0.55,0.2,0.33,0.14103064610579738,0.5,0
0.0,0.26865671641791045,0.3087732599433092,0.7139170280377113,0.65,0.4,0.33,0.4960960374780402,0.25,0
0.125093745,0.2835820895522388,0.3978170467116299,0.23174564160185396,0.35,0.2,0.0,0.1073589693538942,0.5,0
0.967110493,0.373134328358209,0.40407743389755074,0.2660861321301287,0.35,0.2,1.0,0.1849014249463205,0.25,1
0.03801673,0.208955223880597,0.38474885229489686,0.7443950912059552,0.5,0.2,0.0,0.517275034159672,0.25,0
0.011303106030000001,0.1044776119402985,0.2105782074649724,0.2340630980178725,0.3,0.0,0.33,0.32529767714229946,0.0,1
0.9999999,0.1791044776119403,0.1404143837388235,0.428378307203427,0.5,0.0,1.0,0.5953542845988679,0.0,1
0.084698442,0.1791044776119403,0.1614048760976834,0.7022595200056181,0.8,0.2,0.0,0.9759906304899473,0.0,0
0.025655677,0.2537313432835821,0.4327369023325213,0.21067785600168543,0.35,0.2,0.0,0.09759906304899472,0.5,1
0.130134298,0.6119402985074627,0.1967011773511585,1.0,0.35,0.4,0.33,1.0,0.0,0
0.741311926,0.4626865671641791,0.19732095220678367,0.6320335680050563,0.5,0.0,0.67,0.2927971891469842,0.5,1
0.191278973,0.6716417910447762,0.061660014529885364,0.44944609280359554,0.25,0.0,0.0,0.6246340035135662,0.0,0
0.0,0.23880597014925373,0.020955840041067438,0.36868624800294947,0.2,0.0,1.0,0.25619754050361115,0.25,0
0.067475451,0.26865671641791045,0.4821231839422762,0.7022595200056181,0.45,0.4,0.0,0.32533021016331576,0.5,0
0.845686173,0.4626865671641791,0.23459127425252543,1.0,0.45,0.6,0.33,1.0,0.0,1
0.616779036,0.47761194029850745,0.9067397442979765,0.5969205920047753,1.0,0.4,0.0,0.2073980089791138,0.75,0
0.405402638,0.5223880597014925,0.4009043968933075,0.5797854597166383,0.9,0.2,0.0,0.2685926215108335,0.5,0
0.471273938,0.14925373134328357,0.13469723147375234,0.30716831405045736,0.3,0.0,0.33,0.42689830177630295,0.0,0
0.418581419,0.07462686567164178,0.1327412843788352,0.28090380800224724,0.2,0.0,1.0,0.3903962521959789,0.0,1
0.473953793,0.44776119402985076,0.4143201712272386,0.36046981161888375,0.35,0.2,0.0,0.25048799531524496,0.25,1
0.631902946,0.47761194029850745,0.14910084422542472,0.37943081865903544,0.4,0.0,0.0,0.13183193441342964,0.75,0
0.57753097,0.47761194029850745,0.8069175288697149,0.3276742920346214,1.0,0.2,1.0,0.2276986140933047,0.25,1
0.574249405,0.6716417910447762,0.24394571309319268,0.8601976860548816,0.7,0.4,0.0,0.39849697442904547,0.5,1
0.037773459,0.3582089552238806,0.20713315103923816,0.6023982162608191,0.5,0.4,0.0,0.27906825427809223,0.5,0
0.403112779,0.43283582089552236,0.17495962346845506,1.0,0.65,0.4,0.33,0.7319929728674605,0.25,1
0.311133754,0.373134328358209,0.4019142331305712,1.0,1.0,1.0,0.0,0.9109245884572842,0.5,0
