rev_util,age,debt_ratio,monthly_inc,open_credit,late,inc_per_dep,relationship_status,dlq_2yrs
0.568170624,53.0,0.631117348,5700.0,13.0,none,1425.0,2_kids,0
0.081091891,29.0,0.005440943,4410.0,3.0,low,4410.0,single,0
0.386007766,41.0,0.55688024,13000.0,12.0,none,2600.0,extended_family,0
0.30409951,60.0,0.172755418,8074.0,5.0,none,8074.0,single,0
0.094624161,54.0,0.433300517,8125.0,9.0,none,8125.0,single,0
0.501302339,46.0,0.636472168,6700.0,16.0,none,3350.0,couple,0
0.006996502,23.0,0.0,2557.0,2.0,none,2557.0,single,0
0.028708086,37.0,1.108039132,4701.0,19.0,none,2350.5,couple,0
0.146790214,48.0,0.006665983,9750.0,5.0,none,4875.0,couple,0
0.408091063,37.0,0.272795105,6700.0,7.0,none,3350.0,couple,0
0.76164767,42.0,0.348883705,3000.0,4.0,severe,750.0,2_kids,0
0.9999999,21.0,0.0,0.0,0.0,severe,0.0,unknown,0
0.024681444,63.0,0.008993817,5336.0,6.0,none,5336.0,single,0
0.892733774,66.0,0.398536139,10929.0,7.0,none,10929.0,unknown,0
0.000237385,55.0,0.299283453,6000.0,10.0,none,1500.0,2_kids,0
0.173813715,49.0,0.185893775,3501.0,14.0,low,875.25,2_kids,0
0.102657816,75.0,0.40029985,2000.0,10.0,none,2000.0,unknown,0
0.048853201,71.0,0.611905113,6786.0,13.0,none,6786.0,unknown,0
0.15705446,34.0,0.14969049,3553.0,7.0,none,1184.3333333333333,family,0
0.690629411,50.0,0.664094019,5700.0,19.0,none,5700.0,single,0
0.410886304,48.0,0.116876819,6185.0,3.0,none,2061.6666666666665,family,0
0.359226378,58.0,0.446172647,9000.0,19.0,none,2250.0,2_kids,0
0.793480828,34.0,0.259721727,2802.0,17.0,none,934.0,family,0
0.021779891,71.0,0.217524766,7166.0,7.0,none,7166.0,single,0
0.9999999,22.0,0.457063712,360.0,1.0,none,360.0,single,0
0.403473078,63.0,0.843870327,8050.0,21.0,none,8050.0,single,0
0.048212574,38.0,0.293731041,3955.0,7.0,low,3955.0,single,0
1.094211124,34.0,0.379469435,2600.0,7.0,none,2600.0,single,0
0.031509796,37.0,0.437179487,2339.0,5.0,none,2339.0,single,0
0.126115638,31.0,0.294429708,7916.0,10.0,none,3958.0,couple,0
0.019635514,43.0,0.291608392,8579.0,7.0,none,8579.0,single,0
0.103830338,69.0,0.506802721,2351.0,19.0,none,2351.0,single,0
0.060218577,40.0,0.589344379,7000.0,11.0,low,2333.3333333333335,family,0
0.321952787,51.0,0.030730047,47900.0,4.0,severe,9580.0,extended_family,0
1.059247162,50.0,0.319691451,14000.0,7.0,low,3500.0,2_kids,0
0.096116534,57.0,0.929519451,2184.0,6.0,none,2184.0,single,0
0.058455115,84.0,0.005767013,2600.0,2.0,none,2600.0,single,0
0.048164926,49.0,0.389466508,5866.0,12.0,none,2933.0,couple,0
0.983446769,62.0,0.271049596,2600.0,5.0,severe,1300.0,couple,0
0.078052656,64.0,0.278248513,19000.0,7.0,none,6333.333333333333,family,0
0.015966414,61.0,0.007495315,1600.0,9.0,none,1600.0,single,0
0.434132069,52.0,0.257217848,8000.0,6.0,none,4000.0,couple,0
0.037092084,55.0,0.388593422,14289.0,12.0,none,4763.0,family,0
0.167092365,49.0,0.785879928,3880.0,23.0,none,3880.0,single,0
0.401550221,45.0,0.384384635,12000.0,9.0,none,2400.0,extended_family,0
0.285742024,75.0,0.960485599,4200.0,10.0,none,4200.0,single,0
0.0,44.0,0.141095434,9000.0,6.0,none,2250.0,2_kids,0
0.014505818,68.0,1.34156051,1255.0,20.0,none,1255.0,unknown,0
0.123375325,43.0,0.397283531,5300.0,9.0,none,1325.0,2_kids,0
0.000473659,37.0,997.0,1.0,9.0,none,1.0,single,0
0.163578733,52.0,0.02736266,4750.0,2.0,none,1583.3333333333333,family,0
0.258587071,76.0,0.472422062,2501.0,6.0,none,2501.0,single,0
0.018230944,57.0,0.208327645,7324.0,8.0,none,7324.0,single,0
0.0,65.0,0.040751416,10060.0,8.0,none,10060.0,single,0
0.8226846,46.0,0.267111535,10489.0,11.0,none,3496.3333333333335,family,0
0.023314672,48.0,0.144633317,10294.0,14.0,none,5147.0,couple,0
0.071810643,54.0,0.106902519,5200.0,10.0,none,5200.0,single,0
0.085145798,36.0,0.537455776,6500.0,16.0,none,3250.0,couple,0
0.629903092,32.0,1.170552965,1500.0,6.0,none,1500.0,single,0
0.000602003,69.0,3.312134218,2562.0,28.0,none,2562.0,single,0
0.138134643,63.0,0.159773877,3360.0,6.0,low,3360.0,single,0
0.010994879,68.0,0.324815271,3247.0,5.0,none,3247.0,single,0
0.142270768,43.0,0.196408061,9576.0,10.0,none,4788.0,couple,0
0.2052445,63.0,0.700218084,5960.0,24.0,none,1986.6666666666667,family,0
0.297931209,44.0,0.616833914,4882.0,11.0,none,4882.0,single,0
1.119581671,38.0,0.432661718,6600.0,7.0,none,6600.0,unknown,0
0.027147781,69.0,0.152552553,3329.0,6.0,none,3329.0,single,0
0.9999999,33.0,0.099296649,7250.0,2.0,severe,3625.0,couple,0
0.942070529,40.0,0.365834148,11250.0,8.0,none,11250.0,single,0
0.754570481,60.0,0.483435991,12013.0,13.0,low,6006.5,couple,0
0.314288956,55.0,0.396583061,2750.0,7.0,none,1375.0,couple,0
0.055773077,44.0,0.308170612,9166.0,12.0,low,9166.0,single,0
0.002265063,48.0,0.001624797,8000.0,9.0,none,2666.6666666666665,family,0
0.383233533,23.0,0.006090134,820.0,2.0,none,820.0,single,0
0.136049377,66.0,0.342069383,6600.0,11.0,none,3300.0,couple,0
0.594546901,40.0,0.480544374,5216.0,11.0,low,1738.6666666666667,family,0
1.171414293,61.0,1.120230382,4166.0,6.0,low,4166.0,single,0
0.0,45.0,0.279902512,10667.0,12.0,low,5333.5,couple,0
0.473157928,49.0,0.217684526,2668.0,6.0,none,2668.0,single,0
0.107735594,46.0,0.038627585,4400.0,4.0,none,1466.6666666666667,family,0
0.011938063,64.0,0.173383448,14366.0,11.0,none,7183.0,couple,0
0.525949135,48.0,0.496899595,8385.0,6.0,none,8385.0,single,0
0.430456017,52.0,0.251261269,12090.0,25.0,none,12090.0,single,0
0.363674235,25.0,0.293502953,2200.0,12.0,none,2200.0,single,0
0.334071467,49.0,0.29984938,8630.0,14.0,none,8630.0,single,0
0.098893603,57.0,0.411233054,6195.0,25.0,low,3097.5,couple,0
0.256049597,47.0,0.309454394,2400.0,6.0,none,1200.0,couple,0
0.90170275,54.0,0.399264564,5166.0,9.0,low,2583.0,couple,0
0.002047011,63.0,0.216258702,8905.0,10.0,none,8905.0,single,0
0.0,41.0,0.108273182,1800.0,1.0,none,1800.0,single,0
0.0,47.0,0.025060491,5785.0,5.0,low,1928.3333333333333,family,0
0.037041203,58.0,0.316060795,11250.0,10.0,none,2812.5,2_kids,0
0.582474127,77.0,0.402559744,10000.0,13.0,medium,5000.0,couple,0
0.016926593,55.0,0.002591793,20834.0,7.0,none,10417.0,couple,0
0.017770135,42.0,0.401098901,4185.0,10.0,none,4185.0,single,0
0.0,58.0,0.097750296,7600.0,10.0,none,7600.0,single,0
0.0,52.0,0.0,6666.0,5.0,none,6666.0,single,0
0.007377122,35.0,0.000835422,2393.0,3.0,none,2393.0,single,0
0.717423373,56.0,0.239417842,9000.0,8.0,severe,9000.0,single,0
0.119122022,52.0,0.351464854,10000.0,8.0,none,2500.0,2_kids,0
0.191748171,62.0,0.523591264,7417.0,13.0,none,3708.5,couple,0
0.028995167,89.0,0.002399232,2083.0,2.0,none,2083.0,single,0
0.49330902,38.0,0.259274073,10000.0,15.0,none,3333.3333333333335,family,0
0.432590675,43.0,0.268229616,5800.0,8.0,none,1933.3333333333333,family,0
0.9999999,28.0,0.059033563,4200.0,3.0,low,4200.0,single,0
0.005504179,63.0,0.379920017,4750.0,7.0,none,4750.0,unknown,0
0.048104714,49.0,0.324319177,5250.0,7.0,none,5250.0,single,0
0.100040511,58.0,0.2406165,11029.0,11.0,low,5514.5,couple,0
0.9999999,94.0,2.243512974,500.0,4.0,none,500.0,single,0
0.9999999,41.0,0.260601915,11695.0,5.0,none,5847.5,couple,0
0.323037159,48.0,0.310251355,12173.0,9.0,none,4057.6666666666665,family,0
0.669055869,51.0,0.792974299,7742.0,12.0,none,3871.0,couple,0
0.046795707,77.0,0.147668187,12500.0,14.0,low,12500.0,single,0
0.9999999,73.0,0.246849422,7696.0,4.0,low,7696.0,single,0
0.003286946,43.0,0.168156908,3466.0,17.0,none,1155.3333333333333,family,0
0.121337393,45.0,0.292582635,6322.0,12.0,none,2107.3333333333335,family,0
0.019018063,41.0,0.215447154,1475.0,7.0,none,1475.0,single,0
0.9999999,28.0,0.281181493,8666.0,4.0,none,8666.0,single,0
0.727272727,53.0,0.049497636,6767.0,9.0,low,6767.0,single,0
0.287922928,56.0,0.74730108,2500.0,8.0,none,2500.0,unknown,0
0.194001621,38.0,0.292284619,6000.0,7.0,none,6000.0,single,0
0.0,43.0,0.387806097,2000.0,7.0,none,2000.0,single,0
0.0,48.0,0.43571609,3958.0,7.0,none,1319.3333333333333,family,0
0.0,80.0,0.0,10000.0,5.0,none,10000.0,unknown,0
0.0,45.0,0.362776025,5388.0,4.0,none,2694.0,couple,0
0.9999999,59.0,0.435009998,6500.0,5.0,none,6500.0,single,0
0.0,63.0,1.678321678,1000.0,9.0,none,1000.0,single,0
0.9999999,33.0,0.110857515,6133.0,6.0,none,6133.0,single,0
0.024381806,69.0,0.388939611,7666.0,9.0,none,7666.0,single,0
0.576255693,58.0,0.158954675,19017.0,12.0,none,9508.5,couple,0
0.058705325,71.0,0.077060475,3918.0,10.0,none,3918.0,single,0
0.003060513,49.0,0.274362819,2000.0,4.0,none,2000.0,single,0
0.235128412,62.0,0.361637219,7866.0,15.0,none,1966.5,2_kids,0
0.01641955,51.0,0.351731861,12500.0,11.0,low,4166.666666666667,family,0
0.111554933,65.0,0.105062921,6833.0,18.0,none,6833.0,single,0
0.401406479,46.0,0.143180909,7500.0,4.0,none,7500.0,single,0
0.045564919,54.0,0.114469972,2480.0,8.0,none,1240.0,couple,0
0.035299412,82.0,0.012597481,5000.0,5.0,none,5000.0,unknown,0
0.138792772,22.0,0.020430108,929.0,3.0,none,929.0,single,0
0.0,41.0,0.233025566,30000.0,11.0,none,7500.0,2_kids,0
0.204559246,73.0,0.053299492,4333.0,7.0,none,4333.0,single,0
0.009656099,53.0,0.24770455,4900.0,13.0,medium,1225.0,2_kids,0
0.9999999,22.0,0.042735043,350.0,1.0,none,350.0,single,0
0.411830895,26.0,0.086123512,5375.0,4.0,none,2687.5,couple,0
0.918418839,32.0,0.364024553,3746.0,7.0,none,936.5,2_kids,0
0.05575925,62.0,0.014802119,6417.0,6.0,none,6417.0,single,0
0.019965486,50.0,0.420782209,13039.0,7.0,none,6519.5,couple,0
0.878337389,54.0,0.389669182,8614.0,7.0,none,4307.0,couple,0
0.039712395,56.0,0.39830085,2000.0,10.0,none,1000.0,couple,0
0.884436826,52.0,0.878831418,4175.0,5.0,none,2087.5,couple,0
0.028008622,45.0,96.0,0.0,21.0,none,0.0,family,0
0.044053384,73.0,0.006444054,5120.0,4.0,none,5120.0,single,0
0.259124681,31.0,0.323746054,2850.0,8.0,none,2850.0,single,0
0.0,23.0,0.0,898.0,2.0,none,898.0,single,0
0.299769583,60.0,0.740831296,4907.0,12.0,low,2453.5,couple,0
0.107315585,47.0,0.358554489,7083.0,14.0,severe,7083.0,single,0
0.19649219,61.0,0.262934266,4000.0,12.0,none,4000.0,single,0
0.266203178,63.0,0.354316461,21000.0,25.0,none,10500.0,couple,0
0.540362678,61.0,0.462561342,6316.0,16.0,none,6316.0,single,0
0.25274945,66.0,0.517186251,1250.0,3.0,none,1250.0,single,0
0.006795934,65.0,0.307573216,7750.0,14.0,none,1937.5,2_kids,0
0.337587747,36.0,0.344476744,5503.0,7.0,none,1100.6,extended_family,0
0.057084899,70.0,0.046390722,5000.0,5.0,none,2500.0,couple,0
0.001631536,38.0,0.068155307,6000.0,4.0,none,3000.0,couple,0
0.83210715,26.0,0.211115554,2500.0,5.0,none,2500.0,single,0
0.0,59.0,0.288664745,2081.0,5.0,none,1040.5,couple,0
0.046032153,69.0,0.410324424,4900.0,13.0,none,2450.0,couple,0
0.004813859,88.0,0.073352954,4416.0,13.0,none,2208.0,couple,0
0.597194285,31.0,0.454273411,13700.0,19.0,none,4566.666666666667,family,0
0.020545155,51.0,0.074226451,11666.0,7.0,none,11666.0,single,0
0.022254233,43.0,0.225597562,10500.0,13.0,none,2625.0,2_kids,0
0.004928219,46.0,0.00159936,2500.0,5.0,none,2500.0,single,0
0.07296215,49.0,0.259409221,10866.0,11.0,none,3622.0,family,0
0.718959854,74.0,0.660407267,8200.0,16.0,low,8200.0,single,0
0.731427789,57.0,0.285790456,3750.0,7.0,none,3750.0,unknown,0
0.25689483,51.0,0.336163928,5416.0,10.0,low,1354.0,2_kids,0
0.06241941,74.0,0.309925397,12331.0,7.0,none,12331.0,single,0
0.551177953,49.0,1.018687527,2300.0,4.0,none,2300.0,single,0
0.307738452,30.0,0.024851432,1850.0,1.0,none,1850.0,single,0
0.019473081,59.0,0.340119978,5500.0,9.0,none,5500.0,single,0
0.846388267,42.0,0.194333599,5011.0,6.0,none,5011.0,unknown,0
0.96237387,46.0,0.949165485,9166.0,13.0,none,3055.3333333333335,family,0
0.945005499,58.0,0.595653913,7500.0,11.0,none,3750.0,couple,0
0.9999999,28.0,0.0,1400.0,0.0,severe,1400.0,single,0
0.066467513,56.0,0.309530107,11342.0,9.0,none,11342.0,single,0
0.499666889,39.0,0.450171821,3200.0,8.0,none,3200.0,single,0
0.264453661,65.0,0.182077897,10500.0,9.0,none,10500.0,single,0
0.14415664,47.0,0.20748271,12000.0,5.0,low,4000.0,family,0
0.229218175,53.0,2.016983017,1000.0,4.0,none,500.0,couple,0
1.080612925,33.0,0.37880471,4500.0,8.0,low,1500.0,family,0
0.844663935,34.0,0.295327822,5200.0,6.0,none,1300.0,2_kids,0
0.189865763,63.0,0.120794132,25083.0,7.0,none,25083.0,single,0
0.020832579,62.0,0.423560362,3420.0,7.0,medium,3420.0,single,0
0.0,63.0,0.403386454,3011.0,5.0,low,3011.0,single,0
0.948810238,46.0,0.443655634,10000.0,6.0,none,3333.3333333333335,family,0
0.008277855,65.0,0.004329004,7160.0,6.0,none,7160.0,single,0
0.016996233,91.0,0.011595362,2500.0,4.0,none,2500.0,single,0
0.397244161,25.0,0.294852574,2000.0,5.0,none,2000.0,single,0
0.003799905,59.0,0.398802203,18700.0,9.0,none,6233.333333333333,family,0
0.083212385,49.0,0.287422167,4014.0,3.0,none,1338.0,family,0
0.299898776,29.0,0.43818596,4828.0,11.0,severe,2414.0,couple,0
0.053655971,36.0,0.512635379,3600.0,4.0,none,3600.0,single,0
0.008873461,36.0,0.568638984,8500.0,8.0,none,4250.0,couple,0
0.001024954,62.0,2.922077922,1000.0,10.0,none,1000.0,single,0
0.143161193,42.0,0.667203682,4344.0,11.0,none,4344.0,unknown,0
0.689698268,31.0,0.136712392,4300.0,2.0,none,1075.0,2_kids,0
0.153436796,65.0,0.169474493,16916.0,5.0,none,8458.0,couple,0
0.985364302,44.0,0.407348243,8137.0,12.0,none,4068.5,couple,0
0.9999999,65.0,0.510247855,4195.0,3.0,low,4195.0,unknown,0
0.038901971,63.0,0.194542804,4800.0,15.0,none,2400.0,couple,0
0.098581725,24.0,0.194573367,2800.0,7.0,none,2800.0,single,0
0.394904204,32.0,4.884368308,1400.0,8.0,none,700.0,couple,0
0.005432338,85.0,0.303775241,2277.0,9.0,none,1138.5,couple,0
0.202055336,52.0,0.466586672,10833.0,22.0,none,10833.0,single,0
0.090746676,30.0,0.211115554,2500.0,7.0,none,2500.0,single,0
0.0,54.0,0.233765479,17200.0,10.0,none,8600.0,couple,0
0.053521399,47.0,0.380834977,6083.0,6.0,none,6083.0,single,0
0.939185725,32.0,0.540999802,5060.0,4.0,none,1686.6666666666667,family,0
0.827001847,34.0,0.876606684,3500.0,9.0,severe,3500.0,single,0
0.844315568,48.0,0.100414849,9400.0,4.0,severe,9400.0,single,0
0.365563444,48.0,0.207632061,6000.0,5.0,none,3000.0,couple,0
0.065168804,23.0,0.273554604,1867.0,5.0,none,1867.0,single,0
0.9999999,53.0,0.096390361,10000.0,3.0,none,2500.0,2_kids,0
0.035822061,46.0,0.3353983,12590.0,17.0,none,12590.0,unknown,0
0.251937146,53.0,0.022365869,7734.0,3.0,none,3867.0,couple,0
0.054109613,45.0,0.434077522,13750.0,14.0,none,3437.5,2_kids,0
0.000939169,54.0,0.345183868,9000.0,21.0,none,9000.0,single,0
0.9999999,25.0,0.0,500.0,1.0,none,500.0,single,0
0.160393584,63.0,0.460835807,4378.0,14.0,none,4378.0,unknown,0
0.00329191,60.0,0.234684603,5500.0,12.0,none,5500.0,single,0
0.426982115,27.0,0.300864553,1734.0,10.0,none,1734.0,single,0
0.013627917,39.0,0.080659945,12000.0,8.0,none,12000.0,single,0
0.238993068,67.0,0.183176197,8166.0,8.0,none,2722.0,family,0
0.461703449,50.0,0.418657702,8328.0,15.0,none,8328.0,single,0
0.044614505,56.0,0.312045112,15250.0,10.0,none,15250.0,single,0
0.030544066,81.0,0.008643042,2313.0,2.0,none,2313.0,unknown,0
0.9999999,45.0,0.677562007,5200.0,6.0,severe,866.6666666666666,extended_family,0
0.153213451,77.0,0.292223095,2545.0,9.0,none,2545.0,single,0
0.9999999,55.0,0.871929673,11602.0,7.0,medium,2900.5,2_kids,0
0.24435227,34.0,0.224758767,4248.0,4.0,none,4248.0,single,0
0.054400547,51.0,0.816836633,5000.0,11.0,none,2500.0,couple,0
0.823120382,29.0,0.11786195,5200.0,5.0,severe,1733.3333333333333,family,0
0.313797824,61.0,0.082783443,5000.0,8.0,medium,5000.0,single,0
0.185619757,74.0,0.12323973,12000.0,8.0,low,12000.0,single,0
0.9999999,46.0,0.38882717,6300.0,5.0,low,6300.0,single,0
0.443622255,48.0,0.311824206,8600.0,13.0,none,2150.0,2_kids,0
0.012564384,60.0,0.268945583,7956.0,10.0,none,7956.0,single,0
0.031883892,50.0,0.700683851,1900.0,6.0,none,1900.0,single,0
0.049959428,64.0,4.13869863,583.0,13.0,none,583.0,single,0
0.26926244,43.0,0.245365549,4800.0,6.0,none,2400.0,couple,0
0.014143949,87.0,0.004989695,9218.0,9.0,medium,9218.0,unknown,0
1.176079734,51.0,0.002207993,4528.0,1.0,low,4528.0,single,0
0.926147705,26.0,34.0,0.0,2.0,none,0.0,unknown,0
0.287133231,55.0,0.087700981,4788.0,17.0,none,2394.0,couple,0
0.019741299,80.0,0.005141388,3500.0,9.0,none,3500.0,single,0
0.688665867,34.0,1.034152436,2400.0,12.0,none,600.0,2_kids,0
0.313358244,49.0,0.364815997,4700.0,13.0,low,4700.0,single,0
0.9999999,67.0,0.176183702,4920.0,2.0,none,2460.0,couple,0
0.45993612,63.0,0.463182089,11746.0,9.0,none,5873.0,couple,0
0.969650919,63.0,0.225041039,6700.0,6.0,none,6700.0,single,0
0.133949071,77.0,0.24780803,6500.0,17.0,none,6500.0,single,0
0.0,65.0,0.364654138,2500.0,13.0,none,1250.0,couple,0
0.393450819,33.0,0.19460501,4151.0,8.0,none,1037.75,2_kids,0
0.307404247,60.0,0.473813591,24000.0,22.0,none,12000.0,couple,0
0.394480276,60.0,0.570791909,5833.0,7.0,none,5833.0,single,0
0.88109977,30.0,0.615912013,7000.0,16.0,none,7000.0,single,0
0.047286134,60.0,0.251987401,6666.0,13.0,none,6666.0,single,0
0.233906437,24.0,0.020706456,820.0,2.0,none,820.0,single,0
0.66941891,54.0,0.333422217,18750.0,10.0,none,18750.0,unknown,0
0.276317455,55.0,0.371958671,9000.0,13.0,severe,9000.0,unknown,0
0.704073982,28.0,0.155201143,4200.0,8.0,low,4200.0,single,0
0.12194156,42.0,0.56231003,6250.0,9.0,none,2083.3333333333335,family,0
0.9999999,40.0,2283.0,0.0,6.0,none,0.0,2_kids,0
1.025987006,29.0,0.164917541,2000.0,5.0,medium,2000.0,single,0
0.819025853,29.0,0.605197401,2000.0,5.0,none,2000.0,single,0
0.074975008,38.0,0.494202319,2500.0,10.0,severe,1250.0,couple,0
0.212392222,67.0,0.152167297,23000.0,29.0,none,23000.0,unknown,0
0.11068269,68.0,0.378642441,5833.0,4.0,none,5833.0,single,0
0.040448989,36.0,0.070133205,6230.0,4.0,none,3115.0,couple,0
0.084739643,60.0,0.226163552,8400.0,12.0,low,8400.0,single,0
0.204535496,44.0,0.237021038,12500.0,13.0,low,12500.0,unknown,0
0.06839658,57.0,0.208716045,5116.0,2.0,none,5116.0,single,0
0.0,59.0,0.04356655,5416.0,12.0,none,5416.0,single,0
0.033588,73.0,0.246584089,7830.0,10.0,none,7830.0,unknown,0
0.214893334,42.0,0.218840258,4500.0,8.0,none,2250.0,couple,0
0.009355495,61.0,0.147890677,10500.0,12.0,none,10500.0,single,0
0.008394663,37.0,0.21398548,7850.0,15.0,none,3925.0,couple,0
0.008796498,50.0,0.443690939,8994.0,21.0,low,8994.0,unknown,0
0.007069439,43.0,0.082602677,6500.0,5.0,none,3250.0,couple,0
0.111065914,51.0,1.117849759,1450.0,15.0,none,725.0,couple,0
0.760158783,58.0,0.433723384,5212.0,6.0,none,5212.0,single,0
0.063251458,49.0,0.379750707,13076.0,6.0,none,4358.666666666667,family,0
0.057418626,75.0,0.341776371,6000.0,9.0,low,3000.0,couple,0
0.027017199,34.0,0.212578742,10000.0,5.0,none,10000.0,unknown,0
0.035709184,80.0,0.002766252,2168.0,4.0,none,2168.0,single,0
0.326146058,70.0,0.74652029,5100.0,14.0,none,5100.0,single,0
0.097008361,72.0,0.539416903,9500.0,13.0,none,9500.0,single,0
1.027841053,47.0,0.253960929,6500.0,8.0,severe,3250.0,couple,0
0.068458929,52.0,0.268017223,14166.0,15.0,low,4722.0,family,0
0.0,55.0,0.467616852,4770.0,8.0,none,4770.0,single,0
0.290530459,40.0,0.516296562,5583.0,7.0,none,5583.0,single,0
0.693070168,37.0,0.270384359,4500.0,11.0,none,4500.0,single,0
0.063837861,68.0,0.427714687,7836.0,11.0,none,7836.0,single,0
0.017766242,38.0,0.563430349,4500.0,9.0,none,4500.0,single,0
0.063464561,54.0,1.140964759,4000.0,27.0,medium,4000.0,unknown,0
0.028355413,42.0,0.43764059,4000.0,13.0,none,1000.0,2_kids,0
0.034292375,81.0,0.087608191,9473.0,10.0,none,9473.0,single,0
0.894743954,31.0,0.147574584,4390.0,2.0,none,2195.0,couple,0
0.003151324,45.0,0.411409142,5293.0,9.0,none,1764.3333333333333,family,0
0.13036156,31.0,0.314934389,4800.0,5.0,none,2400.0,couple,0
0.216126129,39.0,0.398514498,7000.0,8.0,low,1750.0,2_kids,0
0.00420502,76.0,0.262491672,1500.0,7.0,none,1500.0,single,0
0.571372848,66.0,0.430619946,9274.0,10.0,none,9274.0,single,0
0.157906395,51.0,0.345539047,14200.0,7.0,none,7100.0,couple,0
0.040170969,64.0,0.179777638,14300.0,6.0,none,14300.0,single,0
0.031446107,34.0,0.069733249,4760.0,5.0,none,4760.0,single,0
0.350486602,38.0,0.216195951,4000.0,5.0,medium,4000.0,unknown,0
0.0,49.0,0.329218983,4698.0,7.0,none,4698.0,single,0
1.146422629,21.0,0.011514105,1736.0,1.0,none,1736.0,single,0
0.01779911,57.0,0.235354442,7800.0,4.0,none,7800.0,unknown,0
0.450220995,45.0,0.32666748,8200.0,10.0,low,4100.0,couple,0
0.004165972,63.0,0.0,2000.0,1.0,none,2000.0,single,0
0.139675167,56.0,0.893643032,1635.0,12.0,none,1635.0,single,0
0.020545787,73.0,0.374156461,4000.0,6.0,none,4000.0,single,0
0.406153651,55.0,0.795867355,6000.0,9.0,none,1500.0,2_kids,0
0.053186392,59.0,0.731841764,3083.0,5.0,none,3083.0,single,0
0.050820177,56.0,0.474790817,4660.0,15.0,none,1165.0,2_kids,0
0.02271057,63.0,0.709548409,6000.0,9.0,none,6000.0,single,0
0.145548205,68.0,0.211653813,3500.0,4.0,none,3500.0,single,0
0.246771626,67.0,0.444944945,17981.0,13.0,none,8990.5,couple,0
0.349991139,59.0,1.272291084,2500.0,14.0,severe,2500.0,single,0
0.120582445,89.0,0.402832743,4800.0,8.0,medium,4800.0,unknown,0
0.098980204,58.0,0.334404571,5600.0,5.0,low,5600.0,single,0
0.0,71.0,0.057596456,5416.0,3.0,none,5416.0,single,0
0.011656275,78.0,0.139715071,4000.0,6.0,none,4000.0,single,0
0.010060822,63.0,0.20499461,5565.0,11.0,none,5565.0,single,0
0.139093309,36.0,1.093322921,2560.0,11.0,low,2560.0,single,0
0.170755753,36.0,0.070385476,7600.0,4.0,none,7600.0,single,0
22000.0,38.0,1.080020131,3973.0,7.0,none,993.25,2_kids,0
